#CODE;RUSSIAN;x
EVTDESC_RoI_3104;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть обжорой". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3105;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть жадным". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3106;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть завистливым". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3107;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю гневаться". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3108;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть таким гордым". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3109;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть таким своевольным в правлении". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3110;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть столь циничным". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3111;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть настолько склонным к жестокости". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3112;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю быть дуэлянтом и превращать насилие в спорт". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3113;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю охотиться на невинных животных ради забавы". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_3114;К Вам пришёл придворный гуру: "Я должен поговорить с Вами о важном деле, [Root.PrimaryTitle.GetFOA]... Мы всегда должны искать мудрость и пытаться идти праведным путём в жизни. Не подобает благородному правителю так мало доверять окружающим". Он поклонился и молча посмотрел на Вас.;x
EVTDESC_RoI_410;К Вам пришли священники из местного индуистского храма и просят пожертвований. Им нужно построить новое здание храма, чтобы принимать растущее число верующих.;x
EVTOPTA_RoI_410;Я помогу Вам. Поместите туда большую статую Шивы.;x
EVTOPTB_RoI_410;Я помогу Вам. Поместите туда большую статую Вишну.;x
EVTOPTC_RoI_410;Я помогу Вам. Поместите туда большую статую Брахмы.;x
EVTOPTD_RoI_410;Я помогу Вам. Поместите туда большую статую Кали.;x
EVTOPTE_RoI_410;Я помогу Вам. Поместите туда большую статую Ганеши.;x
EVTOPTF_RoI_410;Я помогу Вам. Поместите туда большую статую Ганги.;x
EVTOPTG_RoI_410;Я помогу Вам малым подношением.;x
EVTOPTH_RoI_410;Мне очень жаль, но у меня нет средств.;x
EVTDESC_RoI_411;К Вам пришли монахи из местного монастыря и просят пожертвований. Им нужны средства, чтобы разместить растущее число верующих, а также заниматься наукой и другими работами.;x
EVTOPTA_RoI_411;Дать им золота;x
EVTOPTB_RoI_411;Дать им еды;x
EVTOPTC_RoI_411;Это не моя забота.;x
EVTDESC_RoI_412;В последнее время приходит всё больше жалоб от торговцев в соседнем городе. Кажется, несколько голых аскетов-джайнов повадились проповедовать на местной площади. Купцы говорят, что они понимают необходимость уважения к другим религиям, но голые аскеты распугивают клиентов и действуют на нервы людям.;x
EVTOPTA_RoI_412;Почему Вы меня беспокоите из-за такой ерунды?;x
EVTOPTB_RoI_412;Мы попросим подвижников перейти на менее нужное место.;x
EVTOPTC_RoI_412;Мои солдаты вышвырнут этих язычников из города!;x
merchants_unhappy;Торговцы огорчены;x
realm_jains_upset;Джайны Вашей страны расстроены.;x
gambler;Игрок;x
opinion_sacrilege;Кощунственные деяния;x
sacrilege_tooltip;Эти кощунства получат широкую известность.;x
EVTDESC_RoI_163;Священник из местного храма прибыл с просьбой поговорить с Вами: "[Root.PrimaryTitle.GetFOA], все священные слоны в храме больны. Тем не менее, мы узнали, что в соседнем округе есть целитель, который славится лечением слонов, но его услуги стоят дороже...";x
EVTOPTA_RoI_163;Значит, Вам не повезло.;x
EVTOPTB_RoI_163;Я оплачу.;x
EVTDESC_RoI_164;[Root.PrimaryTitle.GetFOA], [From.GetFullName] шлёт Вам своих посланников. Кажется, [From.GetSheHe] хочет почтить Вас величайшим из всех даров, белым слоном!;x
EVTOPTA_RoI_164;Я приму этот великолепный подарок.;x
EVTOPTB_RoI_164;Я не приму его.;x
EVTDESC_RoI_165;Вам нужно будет построить правильную конюшню для Вашего белого слона. Это уникальное священное животное должно иметь условия содержания, соответствующие его статусу.;x
EVTOPTA_RoI_165;Я построю ему дом из ценных пород дерева и золота.;x
EVTOPTB_RoI_165;Он получит нормальное слоновье стойло.;x
EVTDESC_RoI_166;[Root.PrimaryTitle.GetFOA], охранники, стерегущие Вашего белого слона, поймали несколько нарушителей. Кажется, это адепты довольно странного местного культа Ганеши, они пытались выкрасть навоз белого слона для поклонения.;x
EVTOPTA_RoI_166;Казнить богохульников!;x
EVTOPTB_RoI_166;Не причиняйте им вреда, отдайте помёт в качестве подарка.;x
EVTOPTC_RoI_166;Пусть работают в конюшне. Мы будем платить им навозом.;x
EVTDESC_RoI_167;Ваш белый слон всё ещё не привык к своему новому жилищу, кажется, он беспокоится и скучает. Вчера вечером стало ещё хуже, он начал волноваться и лягать ногами во все стороны, почти разрушив стенки стойла.;x
EVTOPTA_RoI_167;Просто отремонтируйте их.;x
EVTOPTB_RoI_167;С меня хватит, верните этот чёртов подарок назад.;x
EVTOPTC_RoI_167;Продайте эту проклятую тварь.;x
EVTOPTD_RoI_167;Эта тупая скотина должна умереть - сейчас же!;x
EVTDESC_RoI_168;[Root.PrimaryTitle.GetFOA], возникли проблемы с Вашим белым слоном. Вчера он вырвался из стойла и выбежал на близлежащие поля. Оказавшись там, он сразу же попытался спариться с несколькими слонихами – может быть, это желание и есть причина его побега?;x
EVTOPTA_RoI_168;Убедитесь, что он получает еженедельные "упражнения".;x
EVTOPTB_RoI_168;Верните это похотливое животное прежним хозяевам.;x
EVTOPTC_RoI_168;Хм, может быть, мы могли бы продать его для разведения.;x
EVTOPTD_RoI_168;Убейте этого слона. Сейчас же.;x
EVTDESC_RoI_169;Если Вы действительно хотите убить белого слона, Вы должны решить, как действовать дальше, [Root.PrimaryTitle.GetFOA]. Какой бы метод мы не использовали, мы должны попытаться, чтобы это выглядело как несчастный случай, чтобы избежать оскорбления человека, который подарил его нам.;x
EVTOPTA_RoI_169;Отравите его.;x
EVTOPTB_RoI_169;Давайте просто заморим голодом до смерти.;x
EVTOPTC_RoI_169;Сбросьте его со скалы.;x
EVTOPTD_RoI_169;Мне всё равно, оскорбим или нет. Отправьте солдат с копьями.;x
EVTDESC_RoI_170;Смотрители отравили питьевую воду белого слона. Слон вскоре начал реветь от боли и заболел. Это медленный яд, животное будет умирать несколько дней. Все очень обеспокоены и расстроены из-за этой внезапной «болезни». Никто не подозревает, что Ваш слон был отравлен.;x
EVTOPTA_RoI_170;Превосходно.;x
EVTDESC_RoI_171;Смотрители отравили питьевую воду белого слона. Слон вскоре начал реветь от боли и заболел, началась рвота с кровью, он умер в течение нескольких минут. Большинство людей думает, что это очень странно, что такое здоровое животное внезапно так быстро умерло. Скоро распространяется слух, что слон был отравлен.;x
EVTOPTA_RoI_171;Не повезло.;x
EVTDESC_RoI_172;Вы приказываете смотрителям прекратить кормить слона. Животное слабело с каждым днём, пока однажды утром его не нашли мёртвым. Слуги и медики по Вашему наущению начинают громко жаловаться, что животное отказывалось от еды. Все расстроены, но никто не подозревает нечестную игру.;x
EVTOPTA_RoI_172;Превосходно.;x
EVTDESC_RoI_173;Вы приказываете смотрителям прекратить кормить слона. Животное слабело с каждым днём, пока однажды утром его не нашли мёртвым. Однако прошёл слух, что Ваши слуги перестал поставлять еду в конюшню, и вскоре стало общеизвестно, что Вы заморили слона голодом.;x
EVTOPTA_RoI_173;Не повезло.;x
EVTDESC_RoI_174;Вы отправили белого слона с торжественной процессией к ближайшей высокой скале. В нужный момент стражники копьями согнали слона к краю обрыва, он сорвался и погиб. Вы приказали страже распространить весть о несчастном случае. Все в шоке, но никто не подозревает о Вашем участии.;x
EVTOPTA_RoI_174;Превосходно.;x
EVTDESC_RoI_175;Вы отправили белого слона с торжественной процессией к ближайшей высокой скале. В нужный момент стражники копьями согнали слона к краю обрыва, он сорвался и погиб. К несчастью, свидетелями этого стали проходившие мимо охотники, и слух о Вашей кровавой расправе быстро распространился по всей стране.;x
EVTOPTA_RoI_175;Не повезло.;x
EVTDESC_RoI_176;Вы отправили двадцать солдат, вооруженных копьями, в конюшню белого слона. Они быстро убили животное после нескольких очень шумных и кровавых сцен. Всем известно, это было сделано по Вашему прямому приказу, и Вас это устраивает.;x
EVTOPTA_RoI_176;Это должно было случиться.;x
EVTDESC_RoI_177;Сейчас белый слон кажется намного спокойнее, он уже довольно давно ничего не рушил и никого не ранил. Кажется, что, возможно, наши беды с ним закончились.;x
EVTOPTA_RoI_177;Будем надеяться.;x
EVTDESC_RoI_180;Группа бродячих буддийских монахов пришла посетить эту землю. Они показывают в деревнях впечатляющие акробатические приёмы борьбы без оружия.;x
EVTOPTA_RoI_180;Эти ребята быстры, как молния!;x
EVTOPTB_RoI_180;Не стоит учить таким вещам моих крестьян.;x
EVTOPTD_RoI_245;Я думаю, что знаю, кто это был...;x
EVTDESC_RoI_190;К Вам пришёл странный человек и попросил аудиенции. Говорит, что он "инженер" и хочет построить лодку, которая может путешествовать под водой и плавать вверх по Инду. Всё, что ему нужно – это спонсоры. Если Вы поможете ему, он назовет лодку в Вашу честь - "В Вашу честь", – шутит он, нервно улыбаясь.;x
EVTOPTA_RoI_190;Интересно. Сколько Вам нужно денег?;x
EVTOPTB_RoI_190; "В Вашу Честь"? Убирайся. Сейчас же!;x
EVTDESC_RoI_191; "Инженер" провёл много дней, строя свою подводную лодку. В конце концов она была закончена, и погрузившись в неё, он спустился на воду под изумлённый ропот огромной толпы, собравшейся вдоль берега. Слабый след пузырьков показал, как лодка плывёт под водой вверх по реке.\nУвы, больше его никто не видел.;x
EVTOPTA_RoI_191;Хм, чему же нас это научит?;x
EVTDESC_RoI_193;Ходят слухи, что святой йог освоил искусство левитации и что его можно увидеть на рынке неподалёку.;x
EVTOPTA_RoI_193;Это надо видеть!;x
EVTOPTB_RoI_193;У меня нет времени на суеверия.;x
EVTDESC_RoI_194;Вы пришли на рынок. Большая толпа собралась вокруг йога. Кажется, он действительно воспарил над землёй с закрытыми глазами. Кто-то бормочет, что он уже несколько часов остаётся неподвижным.;x
EVTOPTA_RoI_194;Интересно.;x
EVTOPTB_RoI_194;Невероятно! Я пожертвую денег этому святому человеку.;x
EVTOPTC_RoI_194;Давайте потыкаем его и посмотрим, что произойдёт.;x
EVTOPTD_RoI_194;Попробую-ка я толкнуть его, да посильнее.;x
EVTDESC_RoI_195;Вы оставили левитирующего йога, размышляя над магическими тайнами этих святых людей.;x
EVTOPTA_RoI_195;В мире так много фантастических вещей!;x
EVTDESC_RoI_196;Вы ткнули йога пальцем. Он моргнул, затем восстановил концентрацию.;x
EVTOPTA_RoI_196;Ткнуть его ещё раз.;x
EVTOPTB_RoI_196;Оставить его в покое.;x
EVTOPTC_RoI_196;Хорошенько толкнуть его.;x
EVTDESC_RoI_197;Йог с раздражением открыл глаза. Ничего не сказав, он ушёл со своего места. Остальная толпа посмотрела на Вас с неодобрением.;x
EVTOPTA_RoI_197;Что?;x
EVTDESC_RoI_198;Вы сделали шаг назад, затем бросились вперёд, с силой толкнув йога. Он опрокинулся с испуганным визгом, ударившись головой о землю. Толпа в оцепенении уставилась на Вас и йога.;x
EVTOPTA_RoI_198;А-га! Подделка!;x
EVTDESC_RoI_158;Слон взбесился и бесчинствует в городе. Он уже убил несколько человек - что нам делать?;x
EVTOPTA_RoI_158;Отправьте солдат убить его.;x
EVTOPTB_RoI_158;Попытайтесь поймать его.;x
EVTDESC_RoI_159;Несколько солдат получили тяжёлые ранения, но им удалось убить слона. Животное погибло в страшной суматохе, пролив целую реку крови на всём протяжении улицы. Жители очень расстроены.;x
EVTOPTA_RoI_159;Ну, по крайней мере, город в безопасности.;x
EVTDESC_RoI_160;Солдатам удалось заманить слона в безопасное место, а затем заколоть копьями.;x
EVTOPTA_RoI_160;Хорошо.;x
EVTDESC_RoI_161;Пленить бешеного зверя оказалось невозможно. Он убил ещё несколько человек, раздавил пару зданий, а затем убежал за город.;x
EVTOPTA_RoI_161;Печально.;x
EVTDESC_RoI_162;Несколько опытных укротителей слонов смогли заманить животное в ловушку и захватить. Его поместили в стойло под надёжный надзор.;x
EVTOPTA_RoI_162;Превосходно!;x
EVTDESC_RoI_400;Кажется, мой интерес к индийским религиям попал в поле зрения одного из видных знатоков этой сферы в нашем царстве. Мы встретились и провели самые плодотворные дискуссии по теологии и другим вопросам.;x
EVTOPTA_RoI_400;Теперь у меня есть друг!;x
EVTDESC_RoI_401;Вас посетил гость  - эмиссар знаменитого университета в Наланде. Он рассказал Вам об исследованиях и другой работе, которой они занимаются, и предложил официальное приглашение посетить и осмотреть это чудо Бихара.;x
EVTOPTA_RoI_401;Интересно - я приму приглашение.;x
EVTOPTB_RoI_401;У меня нет времени.;x
EVTNAME_RoI_402;Наланда;x
EVTDESC_RoI_402;Вы приехали в великолепный университет Наланда. Это обширный комплекс из красных кирпичных зданий, наполненный суетой учёных и монахов. Вам известно, что люди приезжают сюда со всей Индии и других земель в целях изучения и обмена опытом. Библиотека содержит огромное количество текстов на каждом языке, известном человеку.\nЭто впечатляющее место. Вы не можете проводить здесь много времени, поэтому должны решить, что сделаете за время своего визита...;x
EVTOPTA_RoI_402;Я сконцентрируюсь на изучении архитектуры.;x
EVTOPTB_RoI_402;Я думаю, можно провести несколько дней в библиотеке.;x
EVTOPTC_RoI_402;Я здесь, чтобы получить религиозное образование.;x
become_samrat_chakravartin;Стать Самрат Чакравартином;x
become_samrat_chakravartin_desc;Индийский правитель, который пойдёт по стопам Ашоки Великого и объединит все земли Индии под своей властью, может претендовать на звание Самрат Чакравартина, императора императоров. Это звание воплощает концепцию идеального и универсального мирового правителя в индийской традиции. Нелегко поставить перед собой такие задачи, ещё труднее дожить до их реализации...;x
has_court_guru;Придворный гуру;x
nick_the_leper;Прокажённ[This.GetAyaYy];x
PEACE;Мир;x
d_tamil_band;Тамильская банда;x
d_tamil_band_adj;Тамиль;x
d_marathi_company;Маратхский отряд;x
d_marathi_company_adj;Маратх;x
d_marathi_band;Маратхская банда;x
d_marathi_band_adj;Маратх;x
d_bengal_company;Бенгальский отряд;x
d_bengal_company_adj;Бенгаль;x
d_bengal_band;Бенгальская банда;x
d_bengal_band_adj;Бенгаль;x
d_rajput_company;Раджпутский отряд;x
d_rajput_company_adj;Раджпут;x
d_rajput_band;Раджпутская банда;x
d_rajput_band_adj;Раджпут;x
TRAIT_OPINION_CHURCH;Отношение духовенства : $VALUE$;x
TRAIT_OPINION_SPOUSE;Супружеское отношение: $VALUE$;x
TRAIT_OPINION_SEX_APPEAL;Сексапильность: $VALUE$;x
TRAIT_OPINION_DYNASTY;Отношение династии: $VALUE$;x
TRAIT_OPINION_VASSAL;Отношение вассалов: $VALUE$;x
TRAIT_OPINION_LIEGE;Отношение сюзерена: $VALUE$;x
TRAIT_OPINION_INFIDEL;Отношение иноверцев: $VALUE$;x
TRAIT_OPINION_SAME_TRAIT;Отношение из-за сходства характеров: $VALUE$;x
TRAIT_OPINION_SAME_TRAIT_SAME_REL;Отношение из-за совпадения религиозных черт: $VALUE$;x
TRAIT_OPINION_OPPOSITE_TRAIT;Отношение из-за противоположности характеров: $VALUE$;x
TRAIT_OPINION_SAME_RELIGION;Отношение единоверцев: $VALUE$;x
TRAIT_OPINION_AMBITION;Отношение из-за амбиций: $VALUE$;x
indian_has_not_converted;Ещё не обращён;x
EVTDESC_RoI_1080;Страсти разгорелись на празднике! [FromFromFrom.GetFullName] и [FromFrom.GetFullName] устроили поединок, и звон стали о сталь подарил зрителям несколько напряжённых моментов.\n[FromFrom.GetFullName] проиграл[FromFrom.GetEndA], но отделела[FromFrom.GetLasLysa] только незначительными ранами.;x
EVTDESC_RoI_1081;Страсти разгорелись на празднике! [FromFromFrom.GetFullName] и [FromFrom.GetFullName] устроили поединок, и звон стали о сталь подарил зрителям несколько напряжённых моментов.\n[FromFrom.GetFullName] проиграл[FromFrom.GetEndA] и ранен[FromFrom.GetAyaYy] упал[FromFrom.GetEndA] на землю.;x
EVTDESC_RoI_1082;Страсти разгорелись на празднике! [FromFromFrom.GetFullName] и [FromFrom.GetFullName] устроили поединок, и звон стали о сталь подарил зрителям несколько напряжённых моментов.\n[FromFrom.GetFullName] проиграл[FromFrom.GetEndA] и был[FromFrom.GetEndA] ужасно искалечен[FromFrom.GetEndA].;x
EVTDESC_RoI_1083;Страсти разгорелись на празднике! [FromFromFrom.GetFullName] и [FromFrom.GetFullName] устроили поединок, и звон стали о сталь подарил зрителям несколько напряжённых моментов.\n[FromFrom.GetFullName] был[FromFrom.GetEndA] убит[FromFrom.GetEndA]!;x
EVTDESC_RoI_3202;В последнее время Вы и придворный гуру, [From.GetFirstNameWithNick], были вовлечены в длинные философские беседы. Вы обсуждали буддизм, и как Вы можете стать господином над своими желаниями и слабостями и устранить страдания, которые они причиняют Вашей душе.;x
EVTOPTA_RoI_3202;Я чувствую, что это мне помогло!;x
EVTOPTB_RoI_3202;Это бесполезно!;x
obj_buddhist_stop_drinking_title;Прекратить пьянство;x
obj_buddhist_reject_empty_pleasures_title;Отбросить пустые удовольствия;x
obj_buddhist_abstain_sexual_excess_title;Отбросить крайности плоти;x
obj_buddhist_reject_cruelty_title;Отбросить жестокость;x
obj_buddhist_temperance_food_title;Обрести умеренность в еде;x
obj_buddhist_reject_greed_title;Отбросить яд жадности;x
obj_buddhist_reject_envy_title;Отбросить зависть;x
obj_buddhist_reject_hate_title;Отбросить ненависть;x
obj_buddhist_reject_pride_title;Отбросить гордость;x
obj_buddhist_defeat_fear_title;Победить страх;x
temple_barony_of_hindu;Мандир;x
temple_barony_of_buddhist;Вихара;x
temple_barony_of_jain;Дерасар;x
DEATH_SACRIFICED;[This.GetSheHe] погиб[This.GetNoneE], послужив жертвой богам, приказ о жертвоприношении отдал[This.Killer.GetEndA] [This.Killer.GetTitledFirstName];x #$KILLER$;x
obj_become_paragon_of_enlightenment_title;Стать образцом Просветления;x
obj_become_paragon_of_enlightenment_desc;[This.GetTitledFirstName] осознаёт, насколько [This.GetHersHis] волнует [This.Religion.GetPietyName], и пытается достичь просветления, став источником вдохновения для последователей своей веры.;x
opinion_enlightened;Просветлённ[_ый__];x #[From.GetAyaYy]`
paragon_of_enlightenment;Образец Просветления;x
EVTTOOLTIP1_RoI_2001;Ответ отправлен персонажу [From.GetFullName];x
convert_indian_branch;Изменить религиозное направление;x
jain_ahimsa_tooltip;Этот акт нарушает джайнскую доктрину Ахимса (ненасилия)\n;x
ARRANGE_MARRIAGE_DESC;Устроить брак с наиболее подходящим кандидатом.;x
alert_demesne_too_big_instant;§YИзбыток личных владений§!;x
alert_demesne_too_big_delayed;Ваш домен имеет §Y$NUM$§!/§Y$MAX$§! владений, в результате чего снижается эффективность налогообложения, вербовки войск и растёт недовольство среди Ваших вассалов.;x
horse_archers_modifier;Боевой модификатор для конных лучников: $PERC$;x
camel_cavalry_modifier;Боевой модификатор для боевых верблюдов: $PERC$;x
war_elephants_modifier;Боевой модификатор для боевых слонов: $PERC$;x
EVTDESC_RoI_500;Из Европы прибыли купцы-путешественники и просят Вашей аудиенции. Они говорят, что из Венеции и отправились в долгое путешествие, чтобы достичь двора великого хана на Дальнем Востоке.;x
EVTOPTA_RoI_500;Приведите их ко мне, я хочу поговорить с ними.;x
EVTOPTB_RoI_500;Эти люди меня не интересуют. Отошлите их.;x
EVTDESC_RoI_501;Купцы оказавшиеся братьями по именам: Никколи Поло и Маттео Поло, а также сын Никколи - Марко, просят предоставить им эскорт и проводников для путешествия на Восток через Ваши земли.;x
EVTOPTA_RoI_501;Я предоставлю им опытных гидов.;x
EVTOPTB_RoI_501;Я предоставлю им опытных гидов и охрану.;x
EVTOPTC_RoI_501;Они справится самостоятельно.;x
EVTDESC_RoI_502;Братья Поло благодарят Вас за помощь. На следующий день они отправляются на восток вместе с предоставленным Вами сопровождением.;x
EVTOPTA_RoI_502;Я желаю им счастливого пути.;x
EVTDESC_RoI_503;Братья Поло благодарят Вас за аудиенцию. Проведя ночь в городе, они на следующий день отправляются дальше.;x
EVTOPTA_RoI_503;Какие странные люди.;x
