#CODE;RUSSIAN;x
AI_WE_ARE_TOTALLY_BEATEN;Мы совершенно разбиты;x
AI_THIS_IS_GOOD_FOR_US;Лучшее, на что я могу надеяться;x
AI_WE_ARE_WINNING_SMALL;Все идёт хорошо для меня;x
AI_WE_ARE_WINNING_BIG;Я уже победил. Если Вы сдадитесь, я подарю Вам жизнь;x
AI_WE_ARE_LOSING_SMALL;Давай, слабак!;x
AI_WE_ARE_LOSING;Мы проигрываем, но ещё не побеждены;x
AI_WE_ARE_LOSING_BIG;Я проигрываю, но я не сдаюсь…;x
AIREASON_OUR_PRISONER;Это наш пленник.;x
CREATING_PROVINCE;Создание земель...;x
LEDGER_OUR_CLAIMANTS;Наши претенденты;x
LEDGER_CLAIMS;Претензии;x
LEDGER_HEADER_VASSALS;Ваши прямые вассалы;x
LEDGER_HEADER_ALL_VASSALS;Все вассалы в государстве;x
LEDGER_HEADER_COURTIERS;Ваш двор;x
LEDGER_COUNCILLOR;Советник;x
LEDGER_COURTIER;Придворный;x
LEDGER_PRISONER;Заключенный;x
LEDGER_HEADER_REALM_LEVIES;Рекруты Вашего государства;x
LEDGER_TOTAL;Всего;x
LEDGER_SETTLEMENT_BUILDING;Строится;x
ENDGAME_TEXT_ENDGAME;Pенессанс распространяется по всей Европе и время феодализма подходит к концу.;x
ENDGAME_TEXT_LANDLESS;Bаша династия насчитывала $NUMCHARS$ человек, но Вы потеряли свой последний надел. $ENDCHAR$ уходит во мрак... ;x
COMBATEND_PIETY_LOST;§YБлагочестие потеряно в результате боя§!;x
COMBATEND_WEALTH_STOLEN_LOST;§YЗолото потеряно при осаде§!;x
COMBATEND_PRESTIGE_LOST;§YПрестиж потерян в результате боя§!;x
COMBATEND_PIETY_SIEGE_LOST;§YБлагочестие потеряно при осаде§!;x
COMBATEND_PIETY_SIEGE;§YБлагочестие приобретено при осаде§!;x
ASSAULT_DESC;Попытка нападения на владение;x
ASSAULT_ALREADY_ASSAULTING;Нападение на владение уже идет;x
ASSAULT_NOT_LEADING_SIEGE;Мы не можем отдать приказ о нападении, так как не мы возглавляем осаду;x
ASSAULT_ENOUGH_DAYS;Мы можем отдать приказ о нападении на владение, но это будет стоить нам больших потерь;x
ASSAULT_DAYSREQ;Количество дней, необходимое для подготовки нападения: §Y$DAYS$§!;x
ASSAULT_FORTLEVEL_DAYS;Количество дней зависит от Укреплённости: §Y$DAYS$§!;x
ASSAULT_RELATIVE_SIZE;Сокращение необходимого времени, основанное на относительной силе армии в процентах: $PERC$;x
ASSAULT_NOT_ENOUGH_DAYS;Нам нужно еще §Y$DAYS_LEFT$§! дней, чтобы закончить строительство осадных орудий;x
BASE_TROOP_VALUE_GARRISON;Базовый размер гарнизона: $VALUE$;x
MODIFIED_TROOP_VALUE_GARRISON;Окончательный размер гарнизона: §Y$VALUE$§!;x
occupied;Недавнее завоевание;x
occupied_different_religion;Недавнее завоевание (другая религия);x
occupied_different_religiongroup;Недавнее завоевание (другая религиозная группа);x
occupied_different_culture;Недавнее завоевание (другая культура);x
occupied_different_culturegroup;Недавнее завоевание (другая культурная группа);x
UNITVIEW_RAISABLE_DESC;Собрано / Не собрано / Максимально;x
tut_menu_9;Предисловие;x
tut_menu_9_description;Этот урок познакомит Вас с основными моментами игры Crusader Kings II.;x
tut_menu_0;Феодальная система;x
tut_menu_0_description;Изучите иерархию титулов;x
tut_1b_2;Вверху указано количество владений, которыми Вы можете управлять. Превышение этого количества негативно скажется на налогах и мнении вассалов о Вас.;x
tut_1b_3;Старайтесь не превышать лимит, а если превысили, раздайте лишние земли вассалам. Теперь выберите округ.;x
tut_1b_4;Владения;x
tut_1b_5;В округе могут быть различные типы владений. От этих типов зависит количество налогов, а так же доступность и разнообразие военных поздразделений.;x
chapter_name_9;Предисловие;x
chapter_name_0;Феодальная система;x
CROWN_LAW_DESC;Законы Короны §Y$CROWN_TITLE$§! применяются к §Y$TITLE$§!;x
HIRE_MERC_DESC;Наемники §Y$TITLE$§W стоят §Y$COST$§W золотых. (Они соберутся в округе §Y$CAPITAL$§W.);x
SIEGE_LEAD_BY;Если осада будет успешной, владельцем поселения §Y$SETTLEMENT$§! станет §Y$TITLE$§!;x
REORG_DESC;Реорганизовать отряд;x
REORG_CANCEL_DESC;Закрыть окно реорганизации;x
DEFENDER_LEVY;Защищающийся отряд;x
DEFENDER_GARRISON;Защищающийся гарнизон;x
HINT_SPLASH_MAP;Действие игры "Crusader Kings II" разворачивается на 3D карте. Колесом прокрутки можно приближать и отдалять карту. Чтобы карта начала вращаться, двигайте мышью, удерживая клавишу Ctrl. Для включения панорамного вида зажмите колесо прокрутки и двигайте мышью. Всегда можно вернуть карту в исходное положение - нажмите Backspace.;x
INTERACTION_REQUIRES_HAS_BETROTHAL;Долж[GetNaEn] быть помолвлен[GetEndA];x
APPOINT_A_NEW;Назначьте нового работника на должность §Y$JOB$§!;x
INTERACTION_REQUIRES_NOT_BASTARDS;Убедитесь, что ни один из персонажей не бастард;x
INTERACTION_REQUIRES_NOT_LOWBORN;Убедитесь, что ни один из персонажей не имеет низкого происхождения;x
INTERACTION_REQUIRES_CHILD_OF_EDU_AGE;Убедитесь, что §Y$CHILD$§! старше §Y$AGE$§! лет;x
INTERACTION_REQUIRES_TP_IS_INDEPENDENT;§Y[ThirdPartyCharacter.GetTitledFirstName]§! долж[ThirdPartyCharacter.GetNaEn] быть независим[ThirdPartyCharacter.GetOyYm];x
CONFIRM_DISBAND_DESC6;Только $NUM$ из $TOTAL$ полков смогут вернуться домой.;x
CONFIRM_DISBAND_DESC7;Только $NUM$ из $TOTAL$ кораблей смогут вернуться домой.;x
CONFIRM_DISBAND_TITLE_ALL;Вы действительно хотите распустить эти отряды?;x
CONFIRM_DISBAND_DESC8;$NUM$ полков будут распущены и вернутся домой.;x
TERRAIN_DESC;Ландшафт: §Y$TERRAIN$§!;x
TERRAIN_BONUS;Битва здесь даст войскам бонус к защите;x
twin_desc;Этому персонажу повезло, ведь он имеет близнеца. Близнецы относятся друг к другу лучше.;x
EVTDESC38054;Вам, [Root.GetTitledFirstName], пишет [From.GetTitledFirstName]. Из-за Ваших преступлений против Истинной Веры мы больше не можем продолжать служить Вам. Вы должны покаяться и надеяться на то, что [From.Religion.GetHighGodName] наставит Вас на путь истинный.;x
EVTOPTA38054;Глупцы!;x
LOADING_TIP_31;Если у Вас принят закон о равном разделе, Вы не получите штраф к престижу за безземельных сыновей.;x
LOADING_TIP_32;Закон наследования "равный раздел", позволяет Вам иметь больше личных владений.;x
LOADING_TIP_33;Использование рыцарских орденов ничего не стоит, когда Вы защищаетесь против еретиков или неверных.;x
GAVELKIND_DEMESNE_BONUS;Наследственное право на основе равного раздела владений: §G+$BONUS$ §!(§G$PERC$%§!);x
defenderbonus_forest;Лес;x
i_attempted_murder;Я покушался на убийство;x
forest;Лес;x
flaming_gap;Пылающее ущелье;x
wailing_gap;Стенающее ущелье;x
gates_hell;Врата Ада;x
exorcism_gateshell;Закрыл Врата Ада;x
cattle_gateshell;Пожертвовал быка, чтобы закрыть Врата Ада;x
stones_gateshell;Засыпал Врата Ада;x
sacrifice_gateshell;Человеческая жертва закрыла Врата Ада;x
TITLE_HISTORY_DESC;Показать всех, кто владел этим титулом;x
AIREASON_TOO_FAR_AWAY;Слишком далеко;x
AIREASON_FIGHTING_OUR_HOLY_WAR;§Y[GetTitledFirstName]§! решил[GetEndA], что [Religion.GetCrusadeName] не обойдётся без [GetHersHis] участия!;x
AIREASON_NO_RELIGIOUS_HEAD;Религиозный лидер;x
AIREASON_HIGHER_TIER;Более высокий уровень;x
INTERACTION_REQUIRES_NOT_AT_WAR_OR_VASSAL;Нельзя даровать титул не вассалу, когда Вы находитесь в состоянии войны;x
INTERACTION_REQUIRES_NO_WARS_ACTOR;Убедитесь, что §Y[Actor.GetTitledFirstName]§! НЕ воюет;x
INTERACTION_REQUIRES_NOT_CLOSE_RELATIVES;Нельзя поженить близких родственников;x
UNIT_UNLOAD_DESC;Чтобы выбрать отряды на борту корабля выделите его;x
EVTNAME10100;Kогда земля содрогнулась;x
EVTDESC10100;Земля тряслась, люди кричали и здания рушились. Облако зловонного воздуха прокатилось над деревней, заставив факела в течении нескольких часов гореть ярко зелёным пламенем. Восстановление поврежденных домов и сбор того немногого, что осталось после обрушения нескольких старых построек, заняли несколько дней. Лишь по счастливой случайности никто не пострадал. И вот теперь я медленно иду по городу, внимательно осматривая здания. Когда я понимаю, что всё, что можно было починить, уже восстановлено, ко мне приближается взволнованный крестьянин. Не задумываясь о каких-либо формальностях, он сообщает мне о гигантской трещине в земле, которая образовалась прямо перед его фермой. Он просит меня посмотреть на разлом и, возможно, определить, что с ним можно сделать.;x
EVTOPTA10100;Зачем ты меня беспокоишь?;x
EVTOPTB10100;Конечно. Показывай дорогу.;x
EVTTOOLTIP10101;Врата Ада;x
EVTNAME10101;Bрата Ада;x
EVTDESC10101;Зловонный запах расползся над городом в день, когда земля затряслась. Он медленно окутал нас, и мне стало дурно. Разлом, зияющий на фермерском поле, исторгал огонь и горящие камни. Мы остановились, ужасаясь увиденному. Пламя опустошило земли вокруг дыры. Фермеру повезло, что он лишь вспахал, но ещё не успел засеять свои поля. Ещё чуть-чуть, и все демоны ада поползут оттуда...;x
EVTOPTA10101;Это просто дыра в земле.;x
EVTOPTB10101;Надо бы посмотреть поближе.;x
EVTTOOLTIP10102;Врата и замученные души в них;x
EVTNAME10102;Mученики ада;x
EVTDESC10102;Кажется, крики, вопли и мольбы о помощи раздаются где-то в глубине пылающего разлома. Фермер побледнел, отказываясь приближаться хотя бы на шаг. Я подош[Root.GetLaYol] к адской дыре настолько близко, насколько мне хватило смелости, и попыта[Root.GetLasLsya] заглянуть внутрь. Кроме нескольких раскалённых камней и обжигающего лицо пламени там не видно ничего. Крики и стоны усилились до такой степени, что мне кажется, голова вот-вот взорвётся. Я отош[Root.GetLaYol] назад, и вдруг ощутил[Root.GetEndA], что земля уходит из-под ног. Благодаря фермеру мне удалось избежать падения в расщелину, он схватил меня за руку и оттащил подальше.;x
EVTOPTA10102;Это ведь просто дыра, не так ли?;x
EVTOPTB10102;Закройте эту дыру. Немедленно!;x
EVTTOOLTIP10103;Должен быть выход, как закрыть эту дыру, но какой?;x
EVTNAME10103;Bрата Ада;x
EVTDESC10103;Я даю мудрейшим людям своего двора три дня на то, чтобы придумать, как закрыть эту зияющую дыру, которая, кажется, открыла прямой путь в ад. В течении трех дней они должны предложить свои способы решения проблемы.;x
EVTOPTA10103;Экзорцизм!;x
EVTTOOLTIP10104;Священник совершит ритуал изгнания демонов;x
EVTOPTB10103;Скормить дыре крупный рогатый скот;x
EVTTOOLTIP10105;Демон, живущий в дыре, должен быть доволен;x
EVTOPTC10103;Попробовать засыпать дыру;x
EVTTOOLTIP10106;Дыра не должна быть глубокой;x
EVTOPTD10103;Принести в жертву самое ценное, что есть на Земле;x
EVTTOOLTIP10107;Жертва для закрытия дыры;x
EVTDESC10104;Священник несколько раз обошел дыру вокруг, разбрызгивая святую воду и повторяя на латыни: "Vade retro satana! Vade retro satana!" Он уворачивался от раскалённых камней и языков пламени, вырывающихся из разлома, как только мог. После третьего прохода он упал на колени и стал молиться. Единственными словами, которые можно было разобрать, были "Vade retro satana!";x
EVTOPTA10104;Я думаю, это сработает!;x
EVTOPTB10104;Это не сработает. Попробовать что-нибудь ещё.;x
EVTNAME10105;Cкормить дыре коров;x
EVTDESC10105;Коровы уперлись перед разломом, отказавшись идти дальше. Пришлось подтолкнуть их. Тоскливое мычание сливалось с воплями измученных душ, заточенных внутри преисподней, пока коровы не достигли самого дна.;x
EVTOPTA10105;Я действительно надеюсь, что это сработает.;x
EVTOPTB10105;Я не верю в эту идею.;x
EVTNAME10106;Kатящиеся камни;x
EVTDESC10106;Огромная масса камней и гравия ссыпалась в дыру рабочими, отчаянно пытавшимися не попасть под раскалённые валуны и языки пламени, которых, казалось, становилось всё больше. Крики со дна расщелины отвратно действовали на рабочих и те отказывались продолжать свою работу. Мне пришлось поклясться, что в дыре никого нет, и попросить во что бы то ни стало не обращать внимания на то, что происходит внизу.;x
EVTOPTA10106;Продолжайте копать!;x
EVTOPTB10106;Это невыполнимая задача.;x
EVTNAME10107;Mоё дитя приносится в жертву;x
EVTDESC10107;Одна из женщин-мудрецов сказала мне, что у неё были видения в последние три дня, которые были даны для размышления о том, как закрыть дыру. Она сказала, что опасность исчезнет, лишь когда я брошу в пропасть самое дорогое, что у меня есть, и мне сразу же пришла в голову мысль о старшем сыне. С тяжёлым сердцем я решаю встретиться с женщиной возле разлома вместе со своим сыном.;x
EVTOPTA10107;Надеюсь, что я об этом не пожалею.;x
EVTOPTB10107;Должен быть другой путь!;x
EVTNAME10108;Cработало!;x
EVTDESC10108;Разлом наконец-то закрыт! Больше нет раскалённых камней и языков пламени, больше нет криков из под земли!;x
EVTOPTA10108;Священник проделал хорошую работу, закрывая врата в ад!;x
EVTOPTB10108;Врата ада закрылись после того, как мы скормили им скотину!;x
EVTOPTC10108;Врата ада были засыпаны камнями!;x
EVTOPTD10108;Пришлось принести человеческую жертву, но теперь врата ада закрыты!;x
EVTNAME10109;Hе сработало!;x
EVTDESC10109;Несмотря ни на что, разлом упорно не хотел закрываться, изрыгая ещё больше камней и распространяя вокруг ещё больше стонов.;x
EVTOPTA10109;Ради всего святого... Что же мне теперь делать?;x
EVTTOOLTIP10108;Это может сработать;x
EVTTOOLTIP10109;Это может не сработать;x
EVTTOOLTIP30031;Попробовать поговорить с персонажем [prisoner_host.GetTitledFirstName];x
EVTTOOLTIP30032;Отправить письмо персонажу [outside_spouse.GetFirstName];x
EVTTOOLTIP75032;[Root.GetTitledFirstName] строго поговорит с персонажем [This.GetTitledFirstName];x
PROV27;Дорсет;x
PROV28;Сомерсет;x
IS_LANDED;Имеет земельный надел;x
IS_NOT_LANDED;Безземельный;x
STAT_INTRIGUE_DESC;Навык интриги является основным атрибутом тайного советника. Высокое значение этого навыка позволяет раскрывать заговоры и осуществлять тайные операции.;x
STAT_STEWARDSHIP_CHAR_DESC;Благодаря высоким навыкам Управления, которые равны §Y$VALUE$§W, §Y[GetTitledFirstName]§W - $DESC$ [GetTreasurerName]. Этот параметр также влияет на максимальный размер Ваших владений.;x
EVTOPTB39000;Великолепно!;x
HINT_LAW_VIEW_TEXT_3;Королевства и империи имеют доступ к специальному своду законов, которые называются законами Короны. Они распространяются не только на тех вассалов, которые непосредственно являются частью государства, но и на де-юре вассалов. Однако, неверные и еретики, де-факто находящиеся вне империи, не попадают под влияние этих законов.;x
EVTDESC6212;Вполне возможно, что у моего соседа самые лучшие ослы в округе, но Иисус шепнул мне, что это не правильно.;x
EVTOPTA6212;Иисус прав, так не пойдёт.;x
EVTDESC6213;Слишком долго мне казалось, что я не всё делаю правильно, что моему духу чего-то не хватает. Затем внутренний голос напомнил мне, что настоящее сокровище духа - доброта.;x
EVTOPTA6213;Я буду снисходительнее.;x
EVTDESC6214;Слишком долго мой гнев направлялся на тех, кто этого не заслуживал. Иисус обратился ко мне и напомнил, что праведный гнев направляется на грешников.;x
EVTOPTA6214;Я буду настоящим воином Господа!;x
EVTDESC6215;Только сейчас мне удалось осознать, насколько неверными были мои суждения. Мой внутренний голос напоминает мне, что нужно искать решение, которое устроит всех.;x
EVTOPTA6215;Так и сделаю.;x
EVTDESC6216;Моя гордость издавна подпитывалась мыслью о собственном благородстве и презрении ко всему слабому и никчёмному. Но внутренний голос напомнил мне, что, отвергая Бога, я поклоняюсь самому себе.;x
EVTOPTA6216;Теперь я вижу свою ошибку.;x
EVTDESC6217;Мне всегда казалось, что греки будут теми, кто покорит Землю. Затем Иисус шепнул мне, что в моей библии просто опечатка, в действительности это "кроткие".;x
EVTOPTA6217;Тогда и я буду скромнее.;x
EVTDESC6218;Шёпот Иисуса стал настойчивее в последнее время. Он обеспокоен тем, что Сатана исказил Его слова через своих приспешников в разных концах мира. Он попросил меня разыскать хорошие новости, которые принёс Филип, чтобы мне удалось обрести понимание истинной роли Марии.;x
EVTOPTA6218;Я сделаю так, как прикажет Господь.;x
EVTDESC6219;Долгие годы беспомощность давлела надо мной, в то время, как враги продвигались вперёд. Но теперь Иисус пообещал мне победу, если я смогу объединить людей вокруг себя.;x
EVTOPTA6219;Как того желает Иисус.;x
EVTDESC6220;Когда настало время военных советов, Иисус замолчал. Я чувствую беззащитность и одиночество. Кто я без Господа?;x
EVTOPTA6220;Должно быть, это наказание за мои грехи.;x
EVTDESC6221;Я чувствую, как Святой Дух наполняет меня, и, как апостолы прошлого, я могу говорить на многих языках. Святой Дух дал мне силы выразить себя.;x
EVTOPTA6221;Единственная проблема в том, что никто больше не может.;x
EVTDESC6222;Святой дух покинул меня и я чувствую опустошённость. Некоторые циники сказали, что это трезвость, но они просто не понимают, что значит испытывать настоящую любовь Господа.;x
EVTOPTA6222;Я в печали.;x
LOADING_TIP_34;Ваши советники не могут одновременно возглавлять войска и выполнять задания.;x
LOADING_TIP_35;Берегитесь монгольских орд.;x
LOADING_TIP_36;Вы не можете разоблачить заговор, если у Вас нет тайного советника.;x
LOADING_TIP_37;Иногда и лучший советник может оказаться врагом. Будьте осторожны.;x
LOADING_TIP_38;Вы сможете эффективней проводить тайные операции против своего сюзерена, если Вы - хороший шпион.;x
LOADING_TIP_39;Используйте капеллана своего двора, чтобы изменять религию стран и вассалов.;x
LOADING_TIP_40;Все Ваши дети будут претендовать на Ваши титулы.;x
LOADING_TIP_41;Передавайте свои полномочия вассалам. Малые группы прямых вассалов проще контролировать.;x
LOADING_TIP_42;Союзники могут отказаться от участия в войне против кого-то, кто нравится им больше Вас.;x
LOADING_TIP_43;Вы также можете производить улучшения во владениях Ваших прямых вассалов.;x
LOADING_TIP_44;Дети склонны получать черты и навыки их опекунов.;x
LOADING_TIP_45;Точно так же, как у христиан есть крестовые походы, у мусульман есть джихад.;x
LOADING_TIP_46;Знать беспокоится о престиже. Религиозные лидеры - о благочестии. Все беспокоятся о золоте.;x
LOADING_TIP_47;Если Антипапа свергает правящего Папу Римского, то сам занимает его место.;x
DYNTREE_INFO_TT;Династическое древо;x
LEDGER_TOME;Заплатил мне;x
HAS_NOT_SIEGE;Не в осаде;x
HAS_SIEGE;В осаде;x
EVTOPTA162;[Root.Religion.GetHighGodNameCap], прими мою душу!;x
EVTOPTA151;[Root.Religion.GetHighGodNameCap], спаси меня!;x
EVTOPTA154;[Root.Religion.GetHighGodNameCap], проклинаю имя твоё!;x
EVTOPTA39026;Хвала [Root.GetReligionHighGodDAT]!;x
EVTOPTA50008;[Root.Religion.GetHighGodNameCap], пощади...;x
EVTOPTD2100;[Root.Religion.GetHighGodNameCap] простит [From.GetHerHim] грехи [From.GetHersHis]!;x
EVTOPTD2020;[Root.Religion.GetHighGodNameCap] поможет [From.GetHerHim] избежать ада!;x
EVTDESC73204;[From.GetBestName] напомнил[From.GetEndA] мне о моём обещании дать [From.GetHerHim] должность военн[From.GetOyOgo] советни[From.GetTsyKa].;x
EVTDESC73214;[From.GetBestName] напомнил[From.GetEndA] мне о моём обещании дать [From.GetHerHim] должность тайн[From.GetOyOgo] советни[From.GetTsyKa].;x
EVTDESC73224;[From.GetBestName] напомнил[From.GetEndA] мне о моём обещании дать [From.GetHerHim] должность управляюще[From.GetYGo].;x
EVTDESC73234;[From.GetBestName] напомнил[From.GetEndA] мне о моём обещании дать [From.GetHerHim] должность духовн[From.GetOyOgo] советни[From.GetTsyKa].;x
EVTDESC73244;[From.GetBestName] напомнил[From.GetEndA] мне о моём обещании дать [From.GetHerHim] должность канцлера.;x
tut_4b_6;Проверьте подсказки, чтобы увидеть, как к Вам относятся некоторые из Ваших вассалов. Отношение к Вам базируется на нескольких вещах, например: персональная дипломатия, свободная инвеститура (правитель сам назначает епископов), уровень автономии вассалов, некоторые персональные черты. Если Вы терпеливы, а Ваш вассал агрессивен, то вряд ли Вы сможете выстроить хорошие отношения.;x
tut_4b_8;Модификаторы отношений, которые основываются на чертах характера, постоянны. Остальные факторы могут влиять на отношения между персонажами без учёта черт характера. Если остается какая-либо черта, то остается и модификатор. Существуют и временные модификаторы.;x
tut_4b_12;Для этого дайте канцлеру соответствующее задание, выберете округ, который Вас интересует, и следите за прогрессом;x
tut_4c_5;Под портретом Вашей жены кнопка с изображением двух золотых колец на лазурном фоне. Нажав на неё, Вы заключите брак.;x
tut_4c_5a;Выбор;x
tut_4c_6;Перед Вами - список незамужних женщин, но не каждая из них может Вам подойти. Некоторый слишком молоды, а брак не может быть заключён между лицами младше 16 лет. Некоторые слишком стары и неспособны иметь детей. Некоторые просто бесполезны. Чтобы проще ориентироваться в списке кандидатов, Вы можете воспользоваться кнопками сортировки по тем или иным параметрам.;x
tut_4c_12;Здесь Вы можете увидеть, какой эффект окажет свадьба на Ваш престиж. Избранница, скорее всего, согласится на Ваше предложение, так что сделайте его.;x
tut_4c_10a;Поздравляем!;x
tut_5a_13;Когда придёт второй отряд (наведя курсор на отряд, Вы узнаете, когда это произойдет), выберите оба, растянув рамку вокруг них. Для начала закройте экран с детальным описанием армии, чтобы увидеть их вместе. Теперь Вам видна кнопка "Объединить" над информационным экраном для двух армий. Создайте одну большую армию.;x
tut_5c_7;Эти войска воюют за Вас бесплатно, но их использование ограничено: они атакуют только религиозных врагов и существуют только во время крестовых походов. Если Вы обороняетесь против неверных или еретиков, то их содержание также ничего не стоит. Теперь призовите Ваше личное ополчение и выберите его, чтобы продолжить.;x
EVTDESC38301;Моя кожа сияет, мои волосы идеальны, а противоположный пол жаждет моего внимания. Теперь я §YПривлекател[Root.GetSoftNaEn]§!.;x
opinion_laughing_at_you;Смеется надо мной;x
opinion_tossed_me;Бросил[___] меня!;x #[From.GetEndA]`
opinion_defeated_rebels;Подавил[___] восстание;x #[From.GetEndA]`
MINIMAP_LOCK_DESC;Закрепить/не закреплять миникарту;x
MINIMAP_TOGGLE_DESC;Миникарта открыта/закрыта;x
b_oujda;Ужда;x
b_kaufbeuren;Кауфбойрен;x
b_ltava;Лтава;x
b_kairy;Кайры;x
b_gamakh;Гамак;x
b_parthenay;Партене;x
b_harib;Хариб;x
EVTTOOLTIP63014;Пусть [This.GetTitledFirstName] узнает, что я думаю про эти "доказательства".;x
EVTDESC36052;[From.GetTitledFirstName] такой покорный вассал... Отдаёт мне всю славу за свою добычу на охоте. [From.GetSheHeCap] очень помогает моему правлению, [From.GetHersHis] покорность является примером для всех.;x
EVTDESC74035;Возможно, было ошибкой пригласить прыгающих евреев из Иерусалима на Летнюю ярмарку. Они выполняют прыжки в разном темпе, несмотря на ритмичный протяжный звук арфы. Они никогда, кажется, не утомляются и продолжают прыгать, прыгать, прыгать... пока один из них не пропускает ритм слишком очевидно и падает на одного из своих братьев, что приводит к общему их падению. Руки, ноги, опять ноги... А эта нога чья?;x
EVTDESC65060;Я не расту, как другие дети, и люди говорят мне, что я - "карлик". Другие ребята смеются надо мной, называют гоблином и делают вид, что пугаются, когда я приближаюсь к ним… Меня преследует их смех.;x
EVTOPTA65060;Я дам им возможность по настоящему испугаться!;x
EVTOPTB65060;Я не доставлю им удовольствия видеть мои рыдания...;x
