#CODE;RUSSIAN;x
nick_the_mad_heir;Безумный Наследник;x
nick_the_maiden_of_the_vale;Дева Долины;x
nick_the_gilded_falcon;Позолоченный Сокол;x
nick_the_bronze_giant;Бронзовый Великан;x
nick_the_knight_of_skulls_and_kisses;Рыцарь черепов и поцелуев;x
nick_the_bowman_of_raventree;Лучник из Воронодрева;x
nick_the_realms_delight;Отрада Королевства;x
nick_the_black_queen;Чёрная Королева;x
nick_the_half_year_queen;Королева-на-полгода;x
nick_the_heir_for_a_day;Наследник на день;x
nick_turncloak;Перевёртыш;x
nick_the_old_man_of_oldtown;Старец из Староместа;x
nick_demonlover;Демонопоклонник;x
nick_lord_snow;Лорд Сноу;x
nick_the_old_pomegranate;Старый Гранат;x
nick_the_flower_of_the_mountain;Горный Цветок;x
nick_the_bastard_of_bolton;Болтонский Бастард;x
nick_the_bastard_of_uplands;Бастард из Нагорья;x
nick_the_bastard_of_bracken;Бракенский Бастард;x
nick_the_bastard_of_cider_hall;Бастард из Сидрхолла;x
nick_the_bastard_knight;Рыцарь-бастард;x
nick_the_prince_of_dragonflies;Принц Стрекоз;x
nick_mad_hal;Безумный Хал;x
nick_tomtoo;Том-младший;x
nick_the_brown_dragon;Бурый Дракон;x
nick_the_perfect_knight;Идеальный Рыцарь;x
nick_the_bride_of_the_merling_king;Невеста Короля Мерлингов;x
nick_the_widow;Вдова;x
nick_the_mouse;Мышь;x
nick_sweet_prefix;Сладк[This.GetAyaYy];x
nick_homeless_prefix;Бездомн[This.GetAyaYy];x
nick_iron_prefix;Железн[This.GetAyaYy];x
nick_young_prefix;Молод[This.GetAyaOy];x
nick_old_prefix;Стар[This.GetAyaYy];x
nick_bold_prefix;Смел[This.GetAyaYy];x
nick_of_the_mirror_shield;Зеркальный Щит;x
nick_star_eyes;Звездоглазый;x
